,state,county,Donald Trump,Joe Biden,Others
1235,Kentucky,Lawrence,5633.0,1238.0,84.0
1236,Kentucky,Lee,2273.0,481.0,47.0
1237,Kentucky,Leslie,4321.0,446.0,46.0
1238,Kentucky,Letcher,7226.0,1799.0,110.0
1239,Kentucky,Lewis,4986.0,823.0,74.0
1240,Kentucky,Lincoln,8489.0,2254.0,171.0
1241,Kentucky,Livingston,4010.0,939.0,55.0
1242,Kentucky,Logan,9067.0,3094.0,189.0
1243,Kentucky,Lyon,3100.0,1092.0,36.0
1244,Kentucky,Madison,27356.0,15581.0,1020.0
1245,Kentucky,Magoffin,4174.0,1214.0,59.0
1246,Kentucky,Marion,6113.0,2722.0,93.0
1247,Kentucky,Marshall,13297.0,4071.0,235.0
1248,Kentucky,Martin,3496.0,403.0,37.0
1249,Kentucky,Mason,5477.0,2362.0,119.0
1250,Kentucky,McCracken,21820.0,11195.0,534.0
1251,Kentucky,McCreary,5664.0,725.0,49.0
1252,Kentucky,McLean,3633.0,1074.0,75.0
1253,Kentucky,Meade,10185.0,3632.0,296.0
1254,Kentucky,Menifee,2311.0,750.0,41.0
1255,Kentucky,Mercer,8506.0,3033.0,196.0
1256,Kentucky,Metcalfe,3959.0,975.0,78.0
1257,Kentucky,Monroe,4628.0,657.0,45.0
1258,Kentucky,Montgomery,8993.0,3630.0,219.0
1259,Kentucky,Morgan,4301.0,1175.0,68.0
1260,Kentucky,Muhlenberg,10497.0,3545.0,193.0
1261,Kentucky,Nelson,15703.0,7188.0,365.0
1262,Kentucky,Nicholas,2408.0,955.0,33.0
1263,Kentucky,Ohio,8582.0,2404.0,143.0
1264,Kentucky,Oldham,22654.0,14505.0,817.0
1265,Kentucky,Owen,4292.0,1098.0,68.0
1266,Kentucky,Owsley,1671.0,216.0,9.0
1267,Kentucky,Pendleton,5515.0,1322.0,88.0
1268,Kentucky,Perry,8129.0,2356.0,141.0
1269,Kentucky,Pike,20284.0,4866.0,245.0
1270,Kentucky,Powell,4041.0,1367.0,97.0
1271,Kentucky,Pulaski,25442.0,5666.0,449.0
1272,Kentucky,Robertson,884.0,253.0,9.0
1273,Kentucky,Rockcastle,6577.0,1134.0,73.0
1274,Kentucky,Rowan,5994.0,3880.0,191.0
1275,Kentucky,Russell,7519.0,1331.0,105.0
1276,Kentucky,Scott,17767.0,10567.0,635.0
1277,Kentucky,Shelby,15055.0,8077.0,418.0
1278,Kentucky,Simpson,5888.0,2681.0,163.0
1279,Kentucky,Spencer,8737.0,2530.0,166.0
1280,Kentucky,Taylor,9376.0,2963.0,178.0
1281,Kentucky,Todd,4062.0,1205.0,96.0
1282,Kentucky,Trigg,5487.0,1791.0,98.0
1283,Kentucky,Trimble,3227.0,1012.0,81.0
1284,Kentucky,Union,4965.0,1529.0,83.0
1285,Kentucky,Warren,31791.0,22479.0,1131.0
1286,Kentucky,Washington,4482.0,1644.0,99.0
1287,Kentucky,Wayne,7430.0,1700.0,110.0
1288,Kentucky,Webster,4506.0,1412.0,75.0
1289,Kentucky,Whitley,12567.0,2552.0,237.0
1290,Kentucky,Wolfe,2097.0,839.0,43.0
1291,Kentucky,Woodford,8362.0,6530.0,319.0
1292,Louisiana,Acadia Parish,22596.0,5443.0,386.0
1293,Louisiana,Allen Parish,7574.0,2108.0,128.0
1294,Louisiana,Ascension Parish,40687.0,20399.0,1239.0
1295,Louisiana,Assumption Parish,7271.0,3833.0,131.0
1296,Louisiana,Avoyelles Parish,12028.0,4979.0,285.0
1297,Louisiana,Beauregard Parish,13575.0,2542.0,240.0
1298,Louisiana,Bienville Parish,3891.0,3067.0,92.0
1299,Louisiana,Bossier Parish,38074.0,15662.0,919.0
1300,Louisiana,Caddo Parish,48021.0,55110.0,1781.0
1301,Louisiana,Calcasieu Parish,55066.0,25982.0,1615.0
1302,Louisiana,Caldwell Parish,3976.0,745.0,41.0
1303,Louisiana,Cameron Parish,3671.0,324.0,44.0
1304,Louisiana,Catahoula Parish,3541.0,1269.0,48.0
1305,Louisiana,Claiborne Parish,3770.0,2731.0,79.0
1306,Louisiana,Concordia Parish,5550.0,3177.0,101.0
1307,Louisiana,De Soto Parish,9112.0,5457.0,167.0
1308,Louisiana,East Baton Rouge Parish,88420.0,115577.0,4185.0
1309,Louisiana,East Carroll Parish,1080.0,1900.0,56.0
1310,Louisiana,East Feliciana Parish,6064.0,4280.0,165.0
1311,Louisiana,Evangeline Parish,11053.0,4158.0,201.0
1312,Louisiana,Franklin Parish,6970.0,2658.0,92.0
1313,Louisiana,Grant Parish,8117.0,1157.0,118.0
1314,Louisiana,Iberia Parish,21251.0,11027.0,435.0
1315,Louisiana,Iberville Parish,7893.0,8514.0,312.0
1316,Louisiana,Jackson Parish,5394.0,2143.0,95.0
1317,Louisiana,Jefferson Davis Parish,11423.0,3208.0,210.0
1318,Louisiana,Jefferson Parish,105949.0,84477.0,3307.0
1319,Louisiana,LaSalle Parish,6378.0,638.0,61.0
1320,Louisiana,Lafayette Parish,72519.0,39685.0,2317.0
1321,Louisiana,Lafourche Parish,36024.0,8672.0,692.0
1322,Louisiana,Lincoln Parish,11311.0,7559.0,405.0
1323,Louisiana,Livingston Parish,54877.0,9249.0,1104.0
1324,Louisiana,Madison Parish,1930.0,2654.0,86.0
1325,Louisiana,Morehouse Parish,6510.0,4946.0,118.0
1326,Louisiana,Natchitoches Parish,9358.0,6896.0,300.0
1327,Louisiana,Orleans Parish,26664.0,147854.0,3301.0
1328,Louisiana,Ouachita Parish,42255.0,25913.0,998.0
1329,Louisiana,Plaquemines Parish,7412.0,3414.0,188.0
1330,Louisiana,Pointe Coupee Parish,7503.0,4683.0,185.0
1331,Louisiana,Rapides Parish,38347.0,19475.0,1043.0
1332,Louisiana,Red River Parish,2413.0,1644.0,75.0
1333,Louisiana,Richland Parish,6607.0,3225.0,108.0
1334,Louisiana,Sabine Parish,8776.0,1731.0,89.0
1335,Louisiana,St. Bernard Parish,11179.0,6151.0,320.0
1336,Louisiana,St. Charles Parish,18233.0,9800.0,484.0
1337,Louisiana,St. Helena Parish,2714.0,3346.0,98.0
1338,Louisiana,St. James Parish,5954.0,6510.0,126.0
1339,Louisiana,St. John the Baptist Parish,7538.0,13582.0,312.0
1340,Louisiana,St. Landry Parish,23171.0,17372.0,611.0
1341,Louisiana,St. Martin Parish,18203.0,8439.0,396.0
1342,Louisiana,St. Mary Parish,14811.0,8055.0,320.0
1343,Louisiana,St. Tammany Parish,99666.0,37746.0,2698.0
1344,Louisiana,Tangipahoa Parish,37806.0,18887.0,968.0
1345,Louisiana,Tensas Parish,1197.0,1329.0,28.0
1346,Louisiana,Terrebonne Parish,34339.0,11198.0,703.0
1347,Louisiana,Union Parish,8407.0,2654.0,140.0
1348,Louisiana,Vermilion Parish,21930.0,5009.0,385.0
1349,Louisiana,Vernon Parish,14107.0,2898.0,263.0
1350,Louisiana,Washington Parish,13307.0,5970.0,236.0
1351,Louisiana,Webster Parish,11830.0,6172.0,214.0
1352,Louisiana,West Baton Rouge Parish,7684.0,6200.0,213.0
1353,Louisiana,West Carroll Parish,4317.0,710.0,25.0
1354,Louisiana,West Feliciana Parish,3863.0,2298.0,107.0
1355,Louisiana,Winn Parish,4619.0,1543.0,63.0
1356,Maine,Abbot,288.0,121.0,8.0
1357,Maine,Acton,930.0,651.0,55.0
1358,Maine,Addison,451.0,235.0,20.0
1359,Maine,Albion,801.0,385.0,33.0
1360,Maine,Alexander,224.0,73.0,11.0
1361,Maine,Alfred,948.0,983.0,64.0
1362,Maine,Allagash,95.0,74.0,0.0
1363,Maine,Alna,174.0,320.0,23.0
1364,Maine,Alton,293.0,169.0,14.0
1365,Maine,Amherst,115.0,64.0,10.0
1366,Maine,Amity,96.0,27.0,1.0
1367,Maine,Andover,293.0,223.0,22.0
1368,Maine,Anson,796.0,398.0,29.0
1369,Maine,Appleton,407.0,478.0,30.0
1370,Maine,Aroostook Cty Townships,150.0,141.0,1.0
1371,Maine,Arrowsic,104.0,260.0,9.0
1372,Maine,Arundel,1347.0,1405.0,73.0
1373,Maine,Ashland,376.0,231.0,8.0
1374,Maine,Athens,332.0,167.0,11.0
1375,Maine,Atkinson,122.0,49.0,2.0
1376,Maine,Auburn,5409.0,6482.0,394.0
1377,Maine,Augusta,4155.0,5248.0,335.0
1378,Maine,Aurora,42.0,29.0,1.0
1379,Maine,Avon,164.0,96.0,3.0
1380,Maine,Baileyville,421.0,239.0,13.0
1381,Maine,Baldwin,623.0,350.0,26.0
1382,Maine,Bangor,6065.0,9452.0,656.0
1383,Maine,Bar Harbor,804.0,2678.0,94.0
1384,Maine,Baring Plt.,68.0,42.0,2.0
1385,Maine,Bath,1540.0,3421.0,181.0
1386,Maine,Beals,191.0,98.0,4.0
1387,Maine,Beaver Cove,60.0,59.0,0.0
1388,Maine,Beddington,36.0,13.0,2.0
1389,Maine,Belfast,1259.0,2847.0,131.0
1390,Maine,Belgrade,1166.0,994.0,56.0
1391,Maine,Belmont,319.0,259.0,20.0
1392,Maine,Benton,984.0,607.0,41.0
1393,Maine,Berwick,2229.0,1999.0,143.0
1394,Maine,Bethel,749.0,1006.0,75.0
1395,Maine,Biddeford,3705.0,7022.0,339.0
1396,Maine,Bingham,349.0,215.0,16.0
1397,Maine,Blaine,298.0,97.0,5.0
1398,Maine,Blue Hill,624.0,1310.0,43.0
1399,Maine,Boothbay,922.0,1229.0,57.0
1400,Maine,Boothbay Harbor,545.0,814.0,36.0
1401,Maine,Bowdoin,1079.0,755.0,43.0
1402,Maine,Bowdoinham,856.0,1123.0,88.0
1403,Maine,Bowerbank,76.0,41.0,0.0
1404,Maine,Bradford,485.0,188.0,21.0
1405,Maine,Bradley,485.0,378.0,24.0
1406,Maine,Bremen,185.0,367.0,11.0
1407,Maine,Brewer,2568.0,2533.0,177.0
1408,Maine,Bridgewater,214.0,77.0,1.0
1409,Maine,Bridgton,1528.0,1656.0,84.0
1410,Maine,Brighton Plt.,29.0,16.0,4.0
1411,Maine,Bristol,808.0,1275.0,41.0
1412,Maine,Brooklin,189.0,426.0,9.0
1413,Maine,Brooks,317.0,246.0,30.0
1414,Maine,Brooksville,219.0,450.0,17.0
1415,Maine,Brownfield,466.0,468.0,23.0
1416,Maine,Brownville,467.0,280.0,33.0
1417,Maine,Brunswick,3733.0,9728.0,431.0
1418,Maine,Buckfield,636.0,436.0,26.0
1419,Maine,Bucksport,1481.0,1278.0,96.0
1420,Maine,Burlington,145.0,56.0,5.0
1421,Maine,Burnham,389.0,234.0,21.0
1422,Maine,Buxton,2686.0,2416.0,177.0
1423,Maine,Byron,58.0,31.0,3.0
1424,Maine,Calais,856.0,626.0,34.0
1425,Maine,Cambridge,176.0,72.0,4.0
1426,Maine,Camden,832.0,2931.0,74.0
1427,Maine,Canaan,749.0,384.0,22.0
1428,Maine,Canton,374.0,154.0,16.0
1429,Maine,Cape Elizabeth,1462.0,5349.0,128.0
1430,Maine,Caratunk,36.0,24.0,1.0
1431,Maine,Caribou,2262.0,1702.0,60.0
1432,Maine,Carmel,1183.0,560.0,39.0
1433,Maine,Carrabassett Valley,164.0,348.0,15.0
1434,Maine,Carroll Plt.,73.0,14.0,0.0
1435,Maine,Carthage,214.0,88.0,10.0
1436,Maine,Cary Plt.,0.0,0.0,0.0
1437,Maine,Casco,1184.0,1036.0,76.0
1438,Maine,Castine,136.0,346.0,17.0
1439,Maine,Castle Hill,130.0,97.0,3.0
1440,Maine,Caswell,73.0,59.0,2.0
1441,Maine,Chapman,177.0,97.0,5.0
1442,Maine,Charleston,580.0,164.0,9.0
1443,Maine,Charlotte,145.0,68.0,3.0
1444,Maine,Chebeague Island,66.0,255.0,9.0
1445,Maine,Chelsea,917.0,605.0,41.0
1446,Maine,Cherryfield,417.0,212.0,16.0
1447,Maine,Chester,261.0,61.0,4.0
1448,Maine,Chesterville,460.0,314.0,25.0
1449,Maine,China,1395.0,1107.0,88.0
1450,Maine,Clifton,324.0,187.0,21.0
1451,Maine,Clinton,1098.0,641.0,49.0
1452,Maine,Columbia,156.0,67.0,5.0
1453,Maine,Columbia Falls,204.0,119.0,12.0
1454,Maine,Cooper,60.0,33.0,3.0
1455,Maine,Coplin Plt.,44.0,59.0,7.0
1456,Maine,Corinna,847.0,363.0,34.0
1457,Maine,Corinth,1147.0,390.0,37.0
1458,Maine,Cornish,478.0,429.0,37.0
1459,Maine,Cornville,471.0,283.0,22.0
1460,Maine,Cranberry Isles,36.0,95.0,7.0
1461,Maine,Crawford,45.0,18.0,3.0
1462,Maine,Crystal,120.0,39.0,5.0
1463,Maine,Cumberland,1800.0,4074.0,128.0
1464,Maine,Cushing,520.0,424.0,16.0
1465,Maine,Cutler,218.0,86.0,11.0
1466,Maine,Cyr Plt.,30.0,26.0,0.0
1467,Maine,Dallas Plt.,104.0,98.0,7.0
1468,Maine,Damariscotta,463.0,980.0,33.0
1469,Maine,Danforth,314.0,98.0,9.0
1470,Maine,Dayton,756.0,582.0,43.0
1471,Maine,Deblois,35.0,5.0,0.0
1472,Maine,Dedham,582.0,545.0,40.0
1473,Maine,Deer Isle,496.0,806.0,21.0
1474,Maine,Denmark,392.0,404.0,31.0
1475,Maine,Dennistown Plt.,19.0,5.0,0.0
1476,Maine,Dennysville,214.0,137.0,6.0
1477,Maine,Detroit,276.0,151.0,9.0
1478,Maine,Dexter,1169.0,617.0,55.0
1479,Maine,Dixfield,803.0,460.0,39.0
1480,Maine,Dixmont,446.0,265.0,20.0
1481,Maine,Dover-Foxcroft,1356.0,914.0,65.0
1482,Maine,Dresden,580.0,542.0,37.0
1483,Maine,Drew Plt.,13.0,5.0,1.0
1484,Maine,Durham,1333.0,1361.0,96.0
1485,Maine,Dyer Brook,106.0,40.0,4.0
1486,Maine,Eagle Lake,256.0,197.0,7.0
1487,Maine,East Machias,528.0,270.0,16.0
1488,Maine,East Millinocket,567.0,370.0,16.0
1489,Maine,Eastbrook,148.0,65.0,9.0
1490,Maine,Easton,467.0,241.0,7.0
1491,Maine,Eastport,339.0,474.0,22.0
1492,Maine,Eddington,903.0,503.0,50.0
1493,Maine,Edgecomb,348.0,510.0,31.0
1494,Maine,Edinburg,66.0,36.0,3.0
1495,Maine,Eliot,1788.0,2839.0,101.0
1496,Maine,Ellsworth,2359.0,2274.0,191.0
1497,Maine,Embden,374.0,181.0,10.0
1498,Maine,Enfield,585.0,279.0,15.0
1499,Maine,Etna,495.0,216.0,15.0
1500,Maine,Eustis,255.0,173.0,19.0
1501,Maine,Exeter,366.0,190.0,15.0
1502,Maine,Fairfield,1845.0,1428.0,118.0
1503,Maine,Falmouth,2672.0,6147.0,212.0
1504,Maine,Farmingdale,768.0,903.0,67.0
1505,Maine,Farmington,1541.0,2225.0,140.0
1506,Maine,Fayette,421.0,388.0,21.0
1507,Maine,Fort Fairfield,985.0,674.0,42.0
1508,Maine,Fort Kent,1141.0,1069.0,56.0
1509,Maine,Frankfort,441.0,220.0,19.0
1510,Maine,Franklin,459.0,381.0,21.0
1511,Maine,Franklin Cty Townships,17.0,31.0,4.0
1512,Maine,Freedom,236.0,201.0,32.0
1513,Maine,Freeport,1675.0,4327.0,182.0
1514,Maine,Frenchboro,19.0,12.0,0.0
1515,Maine,Frenchville,361.0,235.0,7.0
1516,Maine,Friendship,477.0,309.0,13.0
1517,Maine,Frye Island,19.0,38.0,0.0
1518,Maine,Fryeburg,813.0,1060.0,64.0
1519,Maine,Gardiner,1471.0,1694.0,113.0
1520,Maine,Garfield Plt.,42.0,11.0,3.0
1521,Maine,Garland,409.0,177.0,19.0
1522,Maine,Georgetown,294.0,525.0,20.0
1523,Maine,Gilead,66.0,48.0,9.0
1524,Maine,Glenburn,1612.0,1108.0,69.0
1525,Maine,Glenwood Plt.,1.0,0.0,0.0
1526,Maine,Gorham,4275.0,6460.0,380.0
1527,Maine,Gouldsboro,612.0,477.0,27.0
1528,Maine,Grand Isle,119.0,107.0,6.0
1529,Maine,Grand Lake Stream Plt,60.0,37.0,1.0
1530,Maine,Gray,2557.0,2653.0,180.0
1531,Maine,Great Pond,25.0,18.0,0.0
1532,Maine,Greenbush,499.0,193.0,25.0
1533,Maine,Greene,1663.0,914.0,63.0
1534,Maine,Greenville,644.0,486.0,28.0
1535,Maine,Greenwood,242.0,278.0,13.0
1536,Maine,Guilford,466.0,248.0,14.0
1537,Maine,Hallowell,445.0,1277.0,58.0
1538,Maine,Hamlin,61.0,48.0,0.0
1539,Maine,Hammond,34.0,11.0,1.0
1540,Maine,Hampden,2265.0,2451.0,162.0
1541,Maine,Hancock,778.0,659.0,35.0
1542,Maine,Hancock Cty Townships,7.0,6.0,0.0
1543,Maine,Hanover,92.0,101.0,5.0
1544,Maine,Harmony,326.0,151.0,11.0
1545,Maine,Harpswell,1423.0,2379.0,82.0
1546,Maine,Harrington,363.0,168.0,7.0
1547,Maine,Harrison,796.0,741.0,37.0
1548,Maine,Hartford,428.0,278.0,18.0
1549,Maine,Hartland,610.0,266.0,23.0
1550,Maine,Haynesville,50.0,12.0,1.0
1551,Maine,Hebron,427.0,323.0,28.0
1552,Maine,Hermon,2427.0,1447.0,91.0
1553,Maine,Hersey,0.0,8.0,17.0
1554,Maine,Highland Plt.,71.0,42.0,3.0
1555,Maine,Hiram,528.0,373.0,27.0
1556,Maine,Hodgdon,613.0,185.0,14.0
1557,Maine,Holden,1200.0,871.0,54.0
1558,Maine,Hollis,1535.0,1268.0,92.0
1559,Maine,Hope,443.0,653.0,21.0
1560,Maine,Houlton,1639.0,1046.0,55.0
1561,Maine,Howland,390.0,221.0,32.0
1562,Maine,Hudson,484.0,120.0,7.0
1563,Maine,Indian Township Vtng Dst,69.0,191.0,3.0
1564,Maine,Industry,253.0,232.0,19.0
1565,Maine,Island Falls,306.0,132.0,12.0
1566,Maine,Isle Au Haut,9.0,54.0,3.0
1567,Maine,Islesboro,120.0,309.0,16.0
1568,Maine,Jackman,387.0,144.0,4.0
1569,Maine,Jackson,191.0,134.0,13.0
1570,Maine,Jay,1375.0,1220.0,70.0
1571,Maine,Jefferson,951.0,679.0,61.0
1572,Maine,Jonesboro,212.0,124.0,10.0
1573,Maine,Jonesport,447.0,243.0,22.0
1574,Maine,Kenduskeag,514.0,242.0,14.0
1575,Maine,Kennebunk,2682.0,5368.0,186.0
1576,Maine,Kennebunkport,926.0,1777.0,43.0
1577,Maine,Kingfield,444.0,407.0,37.0
1578,Maine,Kingsbury Plt.,0.0,0.0,0.0
1579,Maine,Kittery,1809.0,4418.0,185.0
1580,Maine,Knox,315.0,147.0,13.0
1581,Maine,LaGrange,248.0,101.0,9.0
1582,Maine,Lake View Plt.,71.0,40.0,3.0
1583,Maine,Lakeville,38.0,29.0,2.0
1584,Maine,Lamoine,576.0,616.0,19.0
1585,Maine,Lebanon,2178.0,1232.0,119.0
1586,Maine,Lee,350.0,140.0,18.0
1587,Maine,Leeds,818.0,505.0,39.0
1588,Maine,Levant,1149.0,477.0,39.0
1589,Maine,Lewiston,7232.0,9616.0,540.0
1590,Maine,Liberty,308.0,265.0,18.0
1591,Maine,Limerick,948.0,813.0,79.0
1592,Maine,Limestone,423.0,325.0,17.0
1593,Maine,Limington,1357.0,856.0,85.0
1594,Maine,Lincoln,1723.0,813.0,60.0
1595,Maine,Lincoln Plt.,20.0,12.0,0.0
1596,Maine,Lincolnville,551.0,1059.0,44.0
1597,Maine,Linneus,411.0,93.0,4.0
1598,Maine,Lisbon,2853.0,2190.0,200.0
1599,Maine,Litchfield,1260.0,850.0,67.0
1600,Maine,Littleton,381.0,141.0,9.0
1601,Maine,Livermore,783.0,573.0,38.0
1602,Maine,Livermore Falls,809.0,540.0,44.0
1603,Maine,Long Island,53.0,133.0,5.0
1604,Maine,Lovell,353.0,399.0,14.0
1605,Maine,Lowell,193.0,56.0,6.0
1606,Maine,Lubec,406.0,457.0,20.0
1607,Maine,Ludlow,169.0,78.0,8.0
1608,Maine,Lyman,1537.0,1315.0,92.0
1609,Maine,Machias,461.0,395.0,37.0
1610,Maine,Machiasport,337.0,216.0,13.0
1611,Maine,Macwahoc Plt.,30.0,12.0,1.0
1612,Maine,Madawaska,940.0,1143.0,29.0
1613,Maine,Madison,1411.0,928.0,43.0
1614,Maine,Magalloway Plt.,10.0,6.0,0.0
1615,Maine,Manchester,810.0,832.0,48.0
1616,Maine,Mapleton,726.0,406.0,27.0
1617,Maine,Mariaville,191.0,113.0,6.0
1618,Maine,Mars Hill,511.0,222.0,9.0
1619,Maine,Marshfield,208.0,102.0,6.0
1620,Maine,Masardis,85.0,34.0,3.0
1621,Maine,Matinicus Isle Plt.,14.0,36.0,0.0
1622,Maine,Mattawamkeag,257.0,120.0,11.0
1623,Maine,Maxfield,48.0,17.0,4.0
1624,Maine,Mechanic Falls,989.0,650.0,64.0
1625,Maine,Meddybemps,70.0,28.0,5.0
1626,Maine,Medford,112.0,46.0,6.0
1627,Maine,Medway,550.0,195.0,13.0
1628,Maine,Mercer,283.0,183.0,15.0
1629,Maine,Merrill,91.0,43.0,2.0
1630,Maine,Mexico,676.0,556.0,39.0
1631,Maine,Milbridge,391.0,326.0,14.0
1632,Maine,Milford,922.0,861.0,68.0
1633,Maine,Millinocket,1310.0,1049.0,38.0
1634,Maine,Milo,781.0,410.0,36.0
1635,Maine,Minot,1040.0,676.0,53.0
1636,Maine,Monhegan Plt.,7.0,51.0,4.0
1637,Maine,Monmouth,1397.0,1079.0,102.0
1638,Maine,Monroe,266.0,308.0,28.0
1639,Maine,Monson,289.0,173.0,13.0
1640,Maine,Monticello,335.0,96.0,3.0
1641,Maine,Montville,266.0,346.0,38.0
1642,Maine,Moose River,107.0,13.0,4.0
1643,Maine,Moro Plt.,27.0,2.0,0.0
1644,Maine,Morrill,355.0,242.0,14.0
1645,Maine,Moscow,199.0,74.0,6.0
1646,Maine,Mount Chase,81.0,39.0,2.0
1647,Maine,Mount Desert,381.0,1066.0,43.0
1648,Maine,Mount Vernon,560.0,576.0,22.0
1649,Maine,Naples,1389.0,1039.0,67.0
1650,Maine,Nashville Plt.,16.0,7.0,0.0
1651,Maine,New Canada,93.0,61.0,5.0
1652,Maine,New Gloucester,1757.0,1720.0,122.0
1653,Maine,New Limerick,253.0,115.0,4.0
1654,Maine,New Portland,266.0,185.0,30.0
1655,Maine,New Sharon,528.0,391.0,37.0
1656,Maine,New Sweden,178.0,137.0,7.0
1657,Maine,New Vineyard,293.0,154.0,16.0
1658,Maine,Newburgh,599.0,366.0,29.0
1659,Maine,Newcastle,403.0,923.0,33.0
1660,Maine,Newfield,575.0,362.0,26.0
1661,Maine,Newport,1118.0,584.0,39.0
1662,Maine,Newry,119.0,163.0,7.0
1663,Maine,Nobleboro,559.0,729.0,22.0
1664,Maine,Norridgewock,1128.0,687.0,59.0
1665,Maine,North Berwick,1557.0,1465.0,89.0
1666,Maine,North Haven,85.0,221.0,15.0
1667,Maine,North Yarmouth,1018.0,1862.0,80.0
1668,Maine,Northfield,81.0,38.0,6.0
1669,Maine,Northport,408.0,670.0,31.0
1670,Maine,Norway,1363.0,1400.0,91.0
1671,Maine,Oakfield,286.0,111.0,11.0
1672,Maine,Oakland,1853.0,1681.0,94.0
1673,Maine,Ogunquit,311.0,731.0,16.0
1674,Maine,Old Orchrd Bch,2368.0,3708.0,139.0
1675,Maine,Old Town,1668.0,2365.0,226.0
1676,Maine,Orient,68.0,22.0,0.0
1677,Maine,Orland,693.0,691.0,40.0
1678,Maine,Orono,1200.0,3728.0,272.0
1679,Maine,Orrington,1405.0,1089.0,68.0
1680,Maine,Osborn,31.0,10.0,3.0
1681,Maine,Otis,323.0,153.0,8.0
1682,Maine,Otisfield,605.0,535.0,31.0
1683,Maine,Owl's Head,454.0,584.0,27.0
1684,Maine,Oxbow Plt.,22.0,13.0,0.0
1685,Maine,Oxford,1456.0,807.0,62.0
1686,Maine,Oxford Cty Townships,159.0,152.0,22.0
1687,Maine,Palermo,537.0,381.0,21.0
1688,Maine,Palmyra,800.0,325.0,30.0
1689,Maine,Paris,1494.0,1280.0,81.0
1690,Maine,Parkman,333.0,148.0,10.0
1691,Maine,Parsonsfield,564.0,469.0,33.0
1692,Maine,Passadumkeag,165.0,55.0,4.0
1693,Maine,Patten,362.0,149.0,9.0
1694,Maine,Pembroke,267.0,208.0,7.0
1695,Maine,Penobscot,306.0,512.0,27.0
1696,Maine,Penobscot Cty Townships,348.0,150.0,8.0
1697,Maine,Penobscot Nation Vot Dst,54.0,237.0,11.0
1698,Maine,Perham,146.0,62.0,6.0
1699,Maine,Perry,258.0,206.0,6.0
1700,Maine,Peru,561.0,322.0,26.0
1701,Maine,Phillips,385.0,252.0,19.0
1702,Maine,Phippsburg,745.0,794.0,31.0
1703,Maine,Piscataquis Cty Townshps,61.0,26.0,0.0
1704,Maine,Pittsfield,1156.0,817.0,69.0
1705,Maine,Pittston,1034.0,691.0,53.0
1706,Maine,Pleasant Point Votng Dst,35.0,196.0,4.0
1707,Maine,Pleasant Ridge Plt.,40.0,12.0,1.0
1708,Maine,Plymouth,505.0,230.0,10.0
1709,Maine,Poland,1906.0,1513.0,100.0
1710,Maine,Portage Lake,160.0,99.0,6.0
1711,Maine,Porter,521.0,328.0,26.0
1712,Maine,Portland,6486.0,33786.0,1272.0
1713,Maine,Pownal,489.0,685.0,32.0
1714,Maine,Presque Isle,2266.0,1859.0,114.0
1715,Maine,Princeton,340.0,118.0,10.0
1716,Maine,Prospect,242.0,170.0,11.0
1717,Maine,Randolph,533.0,467.0,29.0
1718,Maine,Rangeley,449.0,294.0,15.0
1719,Maine,Rangeley Plt.,86.0,57.0,2.0
1720,Maine,Raymond,1472.0,1589.0,81.0
1721,Maine,Readfield,818.0,943.0,59.0
1722,Maine,Reed Plt.,58.0,23.0,0.0
1723,Maine,Richmond,1056.0,934.0,86.0
1724,Maine,Ripley,195.0,100.0,4.0
1725,Maine,Robbinston,221.0,128.0,4.0
1726,Maine,Rockland,1363.0,2493.0,109.0
1727,Maine,Rockport,776.0,1694.0,60.0
1728,Maine,Rome,350.0,340.0,23.0
1729,Maine,Roque Bluffs,80.0,101.0,2.0
1730,Maine,Roxbury,147.0,89.0,10.0
1731,Maine,Rumford,1502.0,1275.0,86.0
1732,Maine,Sabattus,1765.0,1034.0,79.0
1733,Maine,Saco,4497.0,7794.0,365.0
1734,Maine,Saint Agatha,334.0,292.0,11.0
1735,Maine,Sandy River Plt.,36.0,65.0,1.0
1736,Maine,Sanford,5182.0,5392.0,357.0
1737,Maine,Sangerville,479.0,255.0,19.0
1738,Maine,Scarborough,5217.0,9487.0,353.0
1739,Maine,Searsmont,481.0,430.0,26.0
1740,Maine,Searsport,721.0,843.0,44.0
1741,Maine,Sebago,719.0,529.0,29.0
1742,Maine,Sebec,305.0,117.0,6.0
1743,Maine,Seboeis Plt.,19.0,22.0,0.0
1744,Maine,Sedgwick,321.0,511.0,11.0
1745,Maine,Shapleigh,1034.0,704.0,51.0
1746,Maine,Sherman,497.0,157.0,11.0
1747,Maine,Shirley,96.0,34.0,3.0
1748,Maine,Sidney,1688.0,1184.0,82.0
1749,Maine,Skowhegan,2215.0,1876.0,106.0
1750,Maine,Smithfield,342.0,269.0,16.0
1751,Maine,Smyrna,111.0,46.0,0.0
1752,Maine,Solon,365.0,243.0,15.0
1753,Maine,Somerset Cty Townships,173.0,63.0,7.0
1754,Maine,Somerville,213.0,131.0,13.0
1755,Maine,Sorrento,94.0,89.0,6.0
1756,Maine,South Berwick,1734.0,2748.0,152.0
1757,Maine,South Bristol,261.0,429.0,26.0
1758,Maine,South Portland,3783.0,12075.0,428.0
1759,Maine,South Thomaston,403.0,574.0,20.0
1760,Maine,Southport,173.0,306.0,12.0
1761,Maine,Southwest Harbor,381.0,728.0,28.0
1762,Maine,Springfield,135.0,26.0,0.0
